,,,,,,
2015,2016,2017,2018,2019,,
5.70000087589398,2.09999958566985,1.9999991044233,,,,
1.45131465458005,2.2603142045464,2.66529204636834,1.84008854330573,2.90122896413847,,
0.943575613388759,-2.58009724323077,-0.147207419438828,-2.00357675383141,-0.869393785304467,,
2.21875223166761,3.31480475341897,3.80219748796804,4.0713012947902,2.21406315283737,,
1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,1.84923825726078,,
3.17354738841919,3.42176468215068,1.13716880993037,2.08983658402056,1.47843968259384,,
5.10593698394698,3.06096430837654,2.37353670828251,1.18985564163665,1.67772037080395,,
2.73115982828946,-2.08032784377811,2.66859037935303,-2.48179244509274,-2.16295212091666,,
3.20000000000005,0.200000000000003,7.49999999999989,5.2,7.59999999999998,,
1.40405616224648,-2.76923076923077,-5.85443037974683,2.18487394957982,,,
3.82529309880827,5.49778845610642,3.14554360323187,7.38919716232351,4.65040224998366,,
2.1926400283338,2.77065669252896,2.36761725296472,2.94033358170461,1.89682574004799,,
1.01450158590511,2.08260842829317,2.47644392123686,2.41976363780752,1.61295932765668,,
1.0495463680441,-3.06359845351251,0.153614646686307,1.50040170699388,2.21870427670238,,
-3.9000030859375,-0.600020000546493,0.500009998779461,1.60993308234522,1.84247667669986,,
2.0327889725624,1.47830076884792,1.90386213925837,1.48763483605245,1.40445520080598,,
1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733525598,,
3.91255719996406,5.95869171935315,6.15710463017187,6.81961748015405,5.68859898588265,,
6.55263987869203,7.1135024597439,7.28418409195113,7.86370889257542,8.15268494677524,,
3.98952626923408,3.81153782976097,3.50660477401181,3.08418980095941,3.3716155456754,,
2.86304730414378,3.47351657476945,3.8117061903064,1.95718329709366,1.81956900625906,,
0.597576299988447,0.446254967609775,0.0666644634030007,1.56575993568239,1.79925562139633,,
3.08822714327496,3.14565228865749,2.11846162295903,3.71625074935496,2.58262786645444,,
-3.82957055828382,-2.52644643552361,2.53218350023035,3.14919759374963,1.22209662862558,,
2.84964236798051,0.0850811970554588,1.86649911295092,2.08990965494719,0.26655293741338,,
,,,,,,
4.85718801458208,4.26392185377313,4.19520701912501,4.22362276931993,2.21670710143222,,
-3.54576339269425,-3.27591690782192,1.32286905404399,1.31722399870793,1.13658557200958,,
2.44870196122888,2.47869868319133,0.475110679192298,-0.580333154218167,-0.0961355529131964,,
-0.392383487933557,-2.47791797864822,1.32860255161715,0.0522377907767719,3.86910980288788,,
6.64223210535566,8.1270335383894,4.65183467529606,3.02764071925384,,,
-1.69796561588223,4.30373745681474,2.90400634981967,4.47882348357265,2.96613593278983,,
4.33712103020234,4.75031684122339,4.52727821346231,3.78944359275462,2.97027564753407,,
0.659176889011206,1.00139442897607,3.17072986626918,2.01363921173214,1.65604085428095,,
3.92745361262467,3.04618303225628,4.78782971465299,4.4165317241653,3.69017357396983,,
1.33336908175492,1.72274065567395,1.79940898587698,2.7505537137187,0.928832440259029,,
,,,,,,
2.3037670361239,1.71108928867399,1.18857258229856,3.94932089095181,1.05444255073994,,
7.04185620085329,6.84872842271704,6.94620009249279,6.75161439114392,6.10856062651904,,
8.84285994958891,7.17920782392478,7.35963718400244,6.79348796730912,6.85233458692178,,
5.6514637436283,4.64848155096477,3.54908731821561,4.06240531944661,4.01721604289253,,
6.91618781026789,2.39937909829004,3.72694765333267,5.82112109989339,4.38452888103882,,
2.64648587686472,-2.80001878768313,-1.80100122457118,1.60000000009966,-0.89999999818528,,
2.95590137527523,2.08738250162794,1.35936086788746,2.5153244557176,3.32221278858155,,
1.11614058271805,3.3206800249451,3.81570211280726,3.43076413622954,2.71525946491546,,
1.00686370684559,4.70579150927118,3.70203918776542,4.53116168434889,5.66775246034304,,
3.63173144154423,4.245989878198,3.86019845392708,2.6603752941224,2.08385993806746,,
1.14392581905011,-1.59775550252139,-0.106127226714634,1.3252293039975,0.875245300046473,,
4.43814195922121,0.513761467889907,1.80905439941586,2.24848039303581,,,
0.278694930595208,-0.986569701304816,-1.73976542028957,-2.16613107776222,,,
2.8331222262961,3.09628218175962,3.03934920342294,3.27557324673195,,,
3.37466850315,6.74659936224045,4.36123796615959,4.05663229153157,3.23009031446846,,
5.30923851823553,2.45054238635723,4.3526035198277,2.84605767659059,2.56593123327613,,
1.73974982269824,2.22999996699747,2.46503002917808,1.52744629830981,0.564174893341843,,
7.69608557567065,6.65265037178067,5.40309984307834,8.40766266610518,7.47031842181347,,
-2.69110892388451,2.55649491313986,-6.79942797028076,2.26457023430542,5.66368018488018,,
2.3425904296801,3.24595766559814,2.036165206055,2.39132968541817,2.36584645609345,,
6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.08717603728121,,
3.70000000057085,3.19999999983371,1.29999999902873,1.40000000081805,0.800000000000026,,
6.62070602936799,6.47560946179826,6.63294545996398,6.45080331753167,5.83097001749049,,
4.62296015678218,4.82239732757128,4.6918099600982,4.00007036139314,2.81925798754501,,
4.1997491967488,4.09140412419657,4.75969914724411,4.16999895188556,3.7633562111874,,
0.843161460995418,1.51069047689505,3.95580810531126,2.92860605881738,1.68758984082218,,
2.07578414212696,1.92119333532173,2.77483306675754,2.16793381807044,1.50468393447541,,
0.0988726083462836,-1.22638398463877,2.36838652633651,1.28929193290499,0.0537188288209904,,
4.37201907940117,4.34664345337816,4.18122100091018,5.31412103746398,5.55768388791593,,
2.11356295088811,1.91281289847957,2.5396198442555,1.92030609679841,1.2817420160989,,
,,,,,,
3.83517266033846,3.03130132981933,2.8917681073267,2.35100813140505,1.97910056122981,,
1.84488517975394,2.63156790553847,5.74880209154125,4.76115846853359,4.33448747297108,,
